일시,대여소,대여건수,반납건수
202201,211. 여의도역 4번출구 옆,1,0
202201,212. 여의도역 1번출구 옆,2,0
202201,2130. 영어마을 관악캠프,1,0
202201,2135. 신림역 5번출구,1,0
202201,2136. 신림역 8번출구,1,0
202201,2141. 미림여고입구 교차로,1,0
202201,215. 여의도고교 앞,1,2
202201,2174. 삼성디지털프라자관악점,1,0
202201,2177. 신대방역 2번 출구,1,0
202201,2183. 동방1교,0,2
202201,221. 여의도초교 앞,0,1
202201,2215. 반포종합운동장 입구,0,1
202201,2217.아크로리버뷰 부지 앞,3,3
202201,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",1,2
202201,222. 시범아파트버스정류장 옆,1,0
202201,2220. 반포본동 주민센터 앞,0,1
202201,2231. 삼성타운(삼성생명) A동 맞은편,0,1
202201,2233. 서초신동아1차아파트 옆,1,1
202201,2242.양재역 11번 출구 앞,0,1
202201,2247.섬들근린공원,1,0
202201,225. 앙카라공원 앞,0,2
202201,2250. 서초유치원 맞은편,0,1
202201,2255.시민의숲역 1번출구 옆,5,0
202201,226. 샛강역 1번출구 앞,1,0
202201,2262. 한신16차아파트 119동 앞,4,9
202201,227. 양평2나들목 보행통로 입구,0,1
202201,2301. 현대고등학교 건너편,2,4
202201,2303. 논현역 10번출구,0,1
202201,2306. 압구정역 2번 출구 옆,4,1
202201,2307. 압구정 한양 3차 아파트,1,0
202201,2315. 봉은사역 5번출구 옆,0,1
202201,2348. 포스코사거리(기업은행),0,2
202201,2349. 역삼빌딩 앞(하나은행 옆),0,3
202201,2353. 강남구청역 2번출구 뒤,0,1
202201,2354. 청담역 2번출구,0,1
202201,2362. 신사동 가로수길 입구,3,2
202201,2363. 강남 을지병원 교차로,1,0
202201,2364. 도산공원교차로,1,0
202201,2381. 언주역 6번출구앞,1,0
202201,2385. 학동역,0,1
202201,239. 유스호스텔 앞,1,0
202201,240. 문래역 4번출구 앞,3,1
202201,2407. 역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),1,0
202201,2409. 역삼동 디오슈페리움 (우성아파트 사거리),2,0
202201,243. 이앤씨드림타워 앞,2,2
202201,247. 당산역 10번출구 앞,1,1
202201,248. 초원아파트 앞,5,3
202201,249. 여의도중학교 옆,5,2
202201,2505. 우성아파트사거리 (기업은행앞),1,2
202201,2509. 심산기념문화센터,1,0
202201,251. 서울지방병무청 버스정류장,0,1
202201,2515.서초초등학교 후문,0,4
202201,2519.서초2교(사임당로 방면),1,1
202201,252. 보라매역4번출구,0,1
202201,2526.반포경남쇼핑 앞,4,1
202201,2527.반포중학교 앞(세화여고 맞은편),1,0
202201,2538.사평리 공원,1,3
202201,2606. 위례동주민센터 맞은편 근린공원,1,0
202201,2608. 송파구청,0,3
202201,2610. 송리단길,0,1
202201,2613. 잠실나들목,0,1
202201,2615. 테라타워2,1,0
202201,2618. 삼전역 1번출구,1,0
202201,2622. 올림픽공원역 3번출구,3,1
202201,2635.잠실새내역 1번출구,0,1
202201,2641.송파역 4번출구,2,0
202201,2643.풍납중학교 측면,1,0
202201,2647.잠실 자전거 수리센터 앞,0,1
202201,266. 영등포청과시장 사거리,2,4
202201,268. 그랜드컨벤션센터 앞,1,0
202201,2704.홈플러스(강서점),1,1
202201,2707.한강아파트,1,0
202201,2715.마곡나루역 2번 출구 ,1,1
202201,2717.LG유플러스 마곡사옥,1,1
202201,2719.마곡문화공원,0,2
202201,272. 당산육갑문,3,1
202201,2725.서울식물원 식물문화센터,0,1
202201,2727.서울식물원 잔디마당 앞,0,1
202201,2737.까치산역 3번 출구,1,0
202201,274. 영등포역지하쇼핑센타 5번출구,0,1
202201,2820.신세기아파트 앞,1,0
202201,2824.미래사랑어린이공원 앞,2,2
202201,284. 센트럴 푸르지오 시티 앞,11,4
202201,291. 문래동 하이테크 시티,1,1
202201,2915.서울과학기술대학교(어학교육원),0,1
202201,296.KT플라자 영등포점,1,0
202201,297.국회3문,1,1
202201,3010.홍대입구역 3번출구,5,1
202201,3013.서울지방고용노동청 앞,1,0
202201,302. 경복궁역 4번출구 뒤,3,4
202201,308. 광화문 S타워 앞,1,0
202201,310. 청계광장 옆,1,2
202201,3100. 북성초교,0,2
202201,3101. 서대문구청,1,1
202201,3116.신촌역 4번출구,2,3
202201,3119.연희 브라운스톤 아파트 앞,1,0
202201,314. 국립현대미술관,0,1
202201,316. 종각역 1번출구 앞,0,2
202201,326. 안국역 5번출구 앞,0,1
202201,327. 낙원상가 옆,1,1
202201,3407.안국동사거리(신),1,0
202201,3408.종로타워빌딩,1,1
202201,3410.종로3가역 8번출구,1,0
202201,3413.종로플레이스,1,0
202201,3414.종로5가역 4번출구,0,1
202201,3415.동대문역6번출구,0,2
202201,3416.동묘앞역 6번출구,0,1
202201,344. 성균관대 E하우스 앞,1,0
202201,346. 맥스타일 앞,1,0
202201,3500. 군자역2번출구,5,5
202201,3504. 원일교회,1,0
202201,3511. 응봉역 1번출구,0,4
202201,3515. 서울숲 관리사무소,4,10
202201,352. 중앙고입구 삼거리,1,0
202201,3524. 세종대학교,1,0
202201,3525. 금호스포츠센터앞,3,4
202201,353. 재동초교 앞 삼거리,1,1
202201,3533. 건대입구역 사거리(롯데백화점),10,6
202201,3541. 커먼그라운드,1,3
202201,3552.서울숲 공영주차장앞,4,5
202201,3559.성동구민종합체육센터 앞,1,1
202201,3569.건대병원후문,0,2
202201,3600.사근빗물펌프장 건너편,1,1
202201,361. 동묘앞역 1번출구 뒤,4,2
202201,363. 신설동역 11번출구 뒤,0,1
202201,3638. 신청담나들목,0,3
202201,3664. 맥도날드 서울둔촌DT점 앞,1,0
202201,369. 광화문 시민열린마당,2,1
202201,374. 청구역 2번출구 앞,1,1
202201,379. 서울역9번출구,0,2
202201,380. CJ제일제당 앞,2,2
202201,3801. 이랜드글로벌R&D센터,0,1
202201,3803. 남서울중학교,0,1
202201,3811.신사로입구,0,1
202201,385. 종각역 5번출구,1,0
202201,3860. 건국대학교 정문 앞,2,2
202201,387. 훈련원공원주차장 앞,3,2
202201,393. 동대문역 8번 출구,1,0
202201,3956. 대륭테크노타운21차 앞,4,1
202201,397. 종묘공영주차장 건너편,2,0
202201,3975.현대시티아울렛 가산,0,1
202201,398. 을지로3가역 3번출구,1,0
202201,4027. 한내 행복발전소 옆,1,0
202201,405. DMC빌 앞,1,0
202201,4077. 도봉제1교,1,2
202201,409. 누리꿈스퀘어 옆,0,1
202201,4110. 용두롯데캐슬리치아파트 앞,1,0
202201,418. 월드컵경기장역 3번출구 옆,0,1
202201,419. 홈플러스 앞,1,0
202201,420. 서울시 공공자전거 상암센터,2,1
202201,4208. 스타벅스(동교동) 앞,4,0
202201,421. 마포구청 앞,1,0
202201,4217. 한강공원 망원나들목,4,5
202201,422. 문화비축기지,2,0
202201,4233. 코오롱아파트사거리,1,1
202201,4307. 고투몰 gate 15옆,1,0
202201,431. 청계천 영도교,3,4
202201,4327. 몽마르뜨공원입구,1,0
202201,"4330. 반포한강공원입구,씨티21옆",0,1
202201,4362. 행당중학교 후문,4,3
202201,4363. 신금호역 2번출구 앞,0,1
202201,439. 마포어린이공원,1,2
202201,442.서울역 서부,0,1
202201,4453. 위례중앙푸르지오 201동 앞,0,2
202201,4464. 올림픽공원 북2문,1,0
202201,4481. 올림픽공원 북2문 2,1,0
202201,4484. 잠실나루역4번출구뒤,0,1
202201,4500. 풍납나들목,1,1
202201,4507. 신정제일시장,1,1
202201,4509. 서울영상고교 입구,10,11
202201,4515. 동문굿모닝탑,3,0
202201,453. 종로오가 지하쇼핑센터 14번출구,2,0
202201,454. 종로2가 버스정류장 (종각방향),0,2
202201,4561. 양평역 1번출구,0,1
202201,4564. 63스퀘어,2,2
202201,4565. 영등포 신세계백화점,0,2
202201,458. 광화문역 5번출구,5,1
202201,4592. 신길우성4차아파트,2,1
202201,4609. 파크타워 104동 앞,0,1
202201,4615. 크라운호텔앞 버스정류소,0,1
202201,4619. 한강트럼프월드3차 앞,2,2
202201,4627. 효창공원앞역 5번출구 옆,1,0
202201,4629. 한강초교보도육교 앞,2,2
202201,470.회현역 7번출구,0,1
202201,474.동대문역사문화공원역 1번출구 뒤편,4,0
202201,4753. 우리은행 서소문금융센터,1,1
202201,476.광희문,0,3
202201,4762. 국제빌딩,1,0
202201,4765. 동대문디자인플라자,1,1
202201,4768. 서울도시건축전시관,1,1
202201,4775. 을지로지하쇼핑센터,0,1
202201,479.동대입구역 3번 출구,1,1
202201,4791. 명동역9번 출구,0,1
202201,4792. 퇴계로4가 교차로(중구청),2,0
202201,4794. 서울역 서부교차로(3),2,0
202201,4796. 부산은행,1,0
202201,4798. 황학동롯데캐슬,1,1
202201,480.약수역 6번 출구,3,0
202201,485.서울역5번출구,0,4
202201,487.신석초교앞 교차로 교통섬,0,1
202201,4895. 위례포레샤인15단지 상가,0,1
202201,4896. 위례포레샤인15단지,1,0
202201,491.월드컵파크 4단지,1,0
202201,493.홍대입구역 6번출구,1,0
202201,497.합정동주민센터 앞,0,3
202201,498.연남동주민센터 앞,1,0
202201,502. 뚝섬유원지역 1번출구 앞,8,9
202201,505. 자양사거리 광진아크로텔 앞,0,1
202201,506. 금호 어울림 아파트 앞,4,2
202201,509. 이마트 버스정류소 옆,2,2
202201,510. 서울숲 남문 버스정류소 옆,8,3
202201,511. 서울숲역 5번 출구 옆,4,0
202201,516. 광진메디칼 앞,1,2
202201,521. 왕십리역 11번 출구 앞,0,1
202201,524. 래미안금호하이리버 아파트 102동 옆,1,3
202201,525. 한양대병원사거리,3,3
202201,529. 장한평역 8번 출구 앞,2,1
202201,537. 한양대후문역 부근,2,0
202201,539. 군자교교차로,1,1
202201,542. 강변역 4번출구 뒤,1,1
202201,548. 자양나들목,9,16
202201,559. 왕십리역 4번 출구 건너편,1,0
202201,565. 옥수역 3번출구,0,3
202201,584. 광진광장 교통섬,1,0
202201,585. 성수2가1동 공영주차장 인근,2,0
202201,586. 마장동 주민센터,0,1
202201,589. 성수역3번출구,2,0
202201,590. 건국대학교 (입학정보관),1,0
202201,592. 건국대학교 학생회관,3,2
202201,593.자양중앙나들목,0,1
202201,609. 제기2교,0,1
202201,613. 신설동역 10번출구 앞,0,1
202201,614. 용두동 사거리,1,0
202201,634. 외국어대 정문 앞,1,3
202201,646. 장한평역 1번출구,2,3
202201,648. 장안동위더스빌옆,7,6
202201,659. 제기역1번출구,0,1
202201,663. 외대앞역 4번출구,1,0
202201,668.서울축산농협(장안지점),2,1
202201,704. 남부법원검찰청 교차로,0,1
202201,748. 목동운동장,1,0
202201,763. 목동11단지 아파트,9,7
202201,769.CBS방송국 앞,1,1
202201,770.목동역5번출구 교통정보센터 앞,0,1
202201,"785.양천구청, 보건소 사잇길",2,3
202201,803. 한남초교 앞 보도육교,1,0
202201,807. 서울역 12번 출구 앞,3,0
202201,810. 이태원지하보도,6,5
202201,812. 용산전쟁기념관,1,2
202201,819. 선린인터넷 고등학교,2,2
202201,820. 청파동입구 교차로,0,2
202201,822. 이촌1동 마을공원,1,0
202201,825. 서빙고동 주민센터 앞,5,6
202201,829. 베르가모앞,0,1
202201,832. 이촌1동 주민센터 뒤,0,2
202201,834. 효창공원앞역 3번출구 뒤,0,4
202201,835. 남영역 건너편,1,2
202201,836. 현대자동차서비스 앞,0,4
202201,837. 한남나들목 입구,2,3
202201,839. 보광동 삼성리버빌아파트 앞,5,0
202201,840. 용산 파크타워 앞,2,0
202201,841. 신용산역 1번 출구,1,1
202201,843. 녹사평역 광장,2,2
202201,846. 용산중학교,3,0
202201,848. 삼각지12번 출구,2,0
202201,853.용산역 맞은편,1,5
202201,857. 현대 안성타워,1,0
202201,858.녹사평역3번 출구,0,2
202201,859.남산공원 야외식물원 앞,0,1
202201,860.LG한강 자이아파트 앞,8,4
202201,863.이촌역2번 출구,0,1
202201,864.순천향대학병원(한남오거리),1,0
202201,869.노들섬 동측 앞,1,0
202201,870.노들섬 서측 앞,1,4
202201,905. 구파발역 2번출구,0,2
202201,907. CJ 드림시티,1,1
202201,912. 응암오거리,0,1
202201,928. 은평역사한옥박물관,2,0
202202,1021. 강일동 리슈빌 빌딩앞,4,4
202202,1024.  강동구청 앞,1,1
202202,103. 망원역 2번출구 앞,0,2
202202,1030. 미호 플랜트 앞,0,1
202202,104. 합정역 1번출구 앞,1,3
202202,1052. 리싸이클시티,1,1
202202,106. 합정역 7번출구 앞,2,1
202202,107. 신한은행 서교동지점,1,2
202202,1077.강동역 1번출구 앞,2,0
202202,108. 서교동 사거리,1,0
202202,1088.풍납사거리(강동),1,0
202202,109. 제일빌딩 앞,1,0
202202,111. 상수역 2번출구 앞,0,1
202202,1122. 황금내근린공원,0,1
202202,113. 홍대입구역 2번출구 앞,1,0
202202,114. 홍대입구역 8번출구 앞,1,1
202202,115. 마스타 빌딩 앞,0,1
202202,1150. 송정역 1번출구,2,0
202202,1151. 마곡역1번출구,2,1
202202,116. 일진아이윌아파트 옆,3,2
202202,1170. 강서구보건소,0,1
202202,119. 서강나루 공원,1,1
202202,1197. 엠펠리체 호텔 건너편,4,2
202202,1208. 풍납현대아파트쉼터,1,0
202202,1209. 잠실나루역 (2번 출구 쪽),2,1
202202,1215. 올림픽공원역 1번출구 앞,3,0
202202,1224. 아시아지하보도 2번 출구,1,1
202202,1231. 잠실역 6번출구,1,2
202202,124. 서강대 정문 건너편,1,1
202202,125. 서강대 남문 옆,1,0
202202,1250.문정2동 주민센터,1,0
202202,1251. 석촌역 2번출구,0,1
202202,1262. 송파여성문화회관 앞,1,0
202202,1274. 영파여고 앞,0,1
202202,128. 신촌역(2호선) 1번출구 옆,0,1
202202,129. 신촌역(2호선) 6번출구 옆,4,0
202202,1296. 석촌호수교차로 (송파나루근린공원 앞),1,0
202202,130. 신촌역(2호선) 7번출구 앞,1,3
202202,1321. 국민은행 종암동지점 앞,0,1
202202,1323. 월곡역 입구 육교 밑,1,0
202202,1328. 월곡역 3번출구,1,0
202202,1337. 돈암성당 옆,0,1
202202,134. 연세로 명물길,7,1
202202,135. 명물길 원형무대 앞,1,0
202202,1351. 안암2교 옆,1,0
202202,1355. 보문2교,1,0
202202,138. 신촌동 제1공영주차장 앞,1,0
202202,144. 공덕역 8번출구,2,2
202202,1447. 면목역 3번출구,1,0
202202,153. 성산2교 사거리,1,1
202202,1572. 우이동 먹거리마을,1,0
202202,1606. 태릉입구역 3번출구 ,0,1
202202,1608. 공릉역 1번 출구 앞,1,0
202202,1616. 하계2동 공항버스정류장 옆,1,0
202202,1636. 상계주공2단지 버스정류장 옆,2,2
202202,1640. 한내근린공원 북측,1,0
202202,1655. 공릉1단지아파트,0,1
202202,1657. 노원구청 ,0,1
202202,1684. 태릉입구역 5번출구,0,1
202202,173. 서대문역 8번출구 앞,0,1
202202,181. 망원초록길 입구,0,4
202202,1828. 한양수자인아파트 앞,1,2
202202,183. 하늘채코오롱아파트 건너편,4,0
202202,1836. 금천구립 독산도서관,0,1
202202,184. 7번가피자 서교망원점,2,0
202202,185. 마포 신수공원 앞,1,1
202202,1854. 가산아네스트 오피스텔 앞,1,0
202202,186. 월드컵공원,1,1
202202,1870.독산3동주민센터 앞,1,1
202202,1906. 신도림역 1번 출구 앞,1,0
202202,1908. 해원리바파크 육교 밑,1,1
202202,195. 모래내고가차도 ,0,1
202202,199. 서울 월드컵 경기장,2,0
202202,2002. 노들역 1번출구,1,3
202202,201. 진미파라곤 앞,2,2
202202,202. 국민일보 앞,8,3
202202,2025. 흑석역 1번출구,4,8
202202,2027. 중앙대학교 정문 1,1,0
202202,2033. 사당동 아르테스 웨딩앞,0,1
202202,2037. 동작역 5번출구 동작주차공원,1,3
202202,2050. 노량진역 5번출구,2,0
202202,2058. 동작경찰서,0,4
202202,206. KBS 앞,0,2
202202,207. 여의나루역 1번출구 앞,17,15
202202,2077.노들역 3번출구,3,1
202202,209. 유진투자증권빌딩 앞,1,1
202202,210. IFC몰,2,3
202202,2104. 사당역 5번출구,1,0
202202,2105. 미성동 신림체육센터,1,0
202202,2109. 은천로입구 가로공원,1,0
202202,211. 여의도역 4번출구 옆,0,1
202202,2112. 서울대입구역 마에스트로,0,1
202202,212. 여의도역 1번출구 옆,1,1
202202,2128. 관악구청교차로,2,0
202202,2136. 신림역 8번출구,0,1
202202,214. 금융감독원 앞,0,1
202202,2141. 미림여고입구 교차로,1,0
202202,2143. 서울산업정보학교,2,3
202202,215. 여의도고교 앞,2,2
202202,2159. 인헌초교,0,1
202202,217. NH농협은행 앞,1,0
202202,2173. 당곡사거리,1,1
202202,2183. 동방1교,0,1
202202,2185. 대학동 고시촌,0,1
202202,2191.대학동주민센터 ,1,0
202202,2213. 고속터미널역 5번출구 앞,2,1
202202,2214. 신반포역 2번출구 앞,0,1
202202,2217.아크로리버뷰 부지 앞,0,2
202202,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",8,2
202202,2220. 반포본동 주민센터 앞,1,0
202202,2222.사당역 12번출구 뒤,0,1
202202,2231. 삼성타운(삼성생명) A동 맞은편,0,1
202202,2242.양재역 11번 출구 앞,0,1
202202,2245.양재초등학교 맞은편,0,2
202202,2247.섬들근린공원,1,1
202202,2249. 우솔초등학교 맞은편,1,1
202202,2250. 서초유치원 맞은편,4,2
202202,226. 샛강역 1번출구 앞,0,2
202202,2262. 한신16차아파트 119동 앞,0,2
202202,230. 영등포구청역 1번출구,1,2
202202,2301. 현대고등학교 건너편,8,6
202202,2303. 논현역 10번출구,0,1
202202,2306. 압구정역 2번 출구 옆,2,1
202202,2308. 압구정파출소 앞,3,1
202202,2313. 금원빌딩 앞,1,0
202202,2315. 봉은사역 5번출구 옆,1,0
202202,2317. 삼성도로공원,2,1
202202,232. 양평우림 이비즈센타 앞,2,0
202202,2323. 주식회사 오뚜기 정문 앞,0,1
202202,2327. 뱅뱅사거리 랜드마크타워 앞,0,1
202202,2333. 양재역 3번출구 주변,1,0
202202,2349. 역삼빌딩 앞(하나은행 옆),0,1
202202,2362. 신사동 가로수길 입구,0,1
202202,2363. 강남 을지병원 교차로,0,1
202202,2364. 도산공원교차로,1,0
202202,2365. K+ 타워 앞,0,1
202202,2385. 학동역,1,0
202202,240. 문래역 4번출구 앞,2,1
202202,2407. 역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),2,2
202202,2409. 역삼동 디오슈페리움 (우성아파트 사거리),1,0
202202,2418.봉은사역 7번 출구 ,1,1
202202,243. 이앤씨드림타워 앞,1,0
202202,247. 당산역 10번출구 앞,2,1
202202,248. 초원아파트 앞,1,1
202202,249. 여의도중학교 옆,1,9
202202,2505. 우성아파트사거리 (기업은행앞),1,1
202202,2509. 심산기념문화센터,5,1
202202,2525.반포쇼핑타운 2동 앞,1,2
202202,2527.반포중학교 앞(세화여고 맞은편),0,2
202202,2528.함지박 사거리,1,2
202202,2542.신논현타워 앞,5,3
202202,260. 여의도 마리나선착장 앞,6,0
202202,2606. 위례동주민센터 맞은편 근린공원,1,0
202202,2613. 잠실나들목,1,0
202202,2619. 석촌고분역 4번출구,1,0
202202,2622. 올림픽공원역 3번출구,0,3
202202,2637. 아시아지하보도 14번 출구,0,1
202202,265. 영등포유통상가 사거리,2,0
202202,2701. 마곡나루역 5번출구 뒤편,1,1
202202,2715.마곡나루역 2번 출구 ,2,2
202202,272. 당산육갑문,5,7
202202,2728.마곡나루역 3번 출구,0,1
202202,274. 영등포역지하쇼핑센타 5번출구,0,1
202202,2740.마곡레포츠센터,1,0
202202,280. 양평동6차현대아파트 앞,0,1
202202,284. 센트럴 푸르지오 시티 앞,1,1
202202,287. 영등포전화국사거리 (서강어린이공원),1,1
202202,291. 문래동 하이테크 시티,1,0
202202,296.KT플라자 영등포점,2,1
202202,300. 정동사거리,2,1
202202,3005.마포구청 청사내,1,0
202202,3010.홍대입구역 3번출구,0,3
202202,3011.경의선(노고산동),5,6
202202,3013.서울지방고용노동청 앞,1,0
202202,302. 경복궁역 4번출구 뒤,3,0
202202,305. 종로구청 옆,0,1
202202,3102. 연희삼거리,1,1
202202,3103. 홍제삼거리 북측,0,3
202202,3117.이화여대 인문관 인근,0,1
202202,3119.연희 브라운스톤 아파트 앞,1,1
202202,3123.DMC파크뷰자이1단지 110동 앞,1,0
202202,3124.DMC센트럴아이파크아파트,3,1
202202,3126.남가좌동 제2공영주차장,0,1
202202,3128.동신병원 맞은편,1,0
202202,3131.연가교 교차로,1,0
202202,314. 국립현대미술관,1,0
202202,316. 종각역 1번출구 앞,2,1
202202,320. 을지로입구역 4번출구 앞,0,1
202202,3204.도림고가도로 밑,0,1
202202,3219.영등포역 1번출구,1,0
202202,326. 안국역 5번출구 앞,1,0
202202,328. 탑골공원 앞,0,1
202202,329. 청계2가 사거리 옆,0,1
202202,3311.서울대입구역 4번 출구,0,1
202202,334. 종로3가역 2번출구 뒤,3,0
202202,3407.안국동사거리(신),1,1
202202,3408.종로타워빌딩,2,1
202202,3410.종로3가역 8번출구,1,0
202202,3411.종묘,1,0
202202,3414.종로5가역 4번출구,1,2
202202,3415.동대문역6번출구,0,4
202202,3416.동묘앞역 6번출구,0,2
202202,342. 대학로 마로니에공원,1,0
202202,3420. 성균관대입구사거리,1,0
202202,3421.혜화역 1번출구,0,3
202202,343. 예일빌딩(율곡로) 앞,1,0
202202,3432.종로2가 사거리,1,1
202202,344. 성균관대 E하우스 앞,3,0
202202,347. 동대문역사문화공원역 9번출구 앞,0,1
202202,3501. 광진구청 앞,1,1
202202,3506. 영동대교 북단,2,2
202202,3507. 어린이회관,1,1
202202,3508. 화양사거리,0,1
202202,3511. 응봉역 1번출구,1,1
202202,3515. 서울숲 관리사무소,2,2
202202,3528. 광진정보도서관,0,1
202202,353. 재동초교 앞 삼거리,1,3
202202,3533. 건대입구역 사거리(롯데백화점),4,3
202202,3541. 커먼그라운드,1,1
202202,3545.한양대역 1번출구,0,1
202202,3552.서울숲 공영주차장앞,0,2
202202,3557.서울숲리버뷰자이APT105동 앞,3,0
202202,3569.건대병원후문,0,2
202202,3575. 자양사거리(서원빌딩),1,0
202202,3600.사근빗물펌프장 건너편,2,0
202202,3606. 신사동주민센터 옆,2,0
202202,362. 청계8가 사거리,1,1
202202,3620. 청담역 11번 출구,1,0
202202,3627. 압구정나들목,1,1
202202,3629. 청담사거리(신한오피스텔빌딩 앞),0,1
202202,367. 독립문역 3-1번출구 ,3,0
202202,3680. 강동역3번출구,0,3
202202,369. 광화문 시민열린마당,0,1
202202,371. 동대입구역 6번출구 뒤,0,1
202202,374. 청구역 2번출구 앞,1,1
202202,3762. 마곡9단지 907동앞,0,3
202202,3778. 김포공항입구 교차로,2,1
202202,3787. 가양나들목,2,2
202202,379. 서울역9번출구,0,1
202202,3806. 낙성대 교수아파트,1,0
202202,3814. 난곡사거리 ,0,1
202202,385. 종각역 5번출구,0,1
202202,387. 훈련원공원주차장 앞,1,0
202202,388. 동성중학교 앞,0,1
202202,3881. 신자초교입구 교차로,1,1
202202,3886.광진구 민방위교육센터,0,1
202202,389. 을지로4가역 1번출구,1,0
202202,390. 충무로역 1번출구,4,0
202202,3904. 테크노마트 앞,0,1
202202,3914. 신도림쌍용플래티넘노블아파트 앞,2,1
202202,393. 동대문역 8번 출구,1,0
202202,398. 을지로3가역 3번출구,1,3
202202,3983. 금천구청역 1번 출구,2,2
202202,4025. 한천교 동편,1,0
202202,4041. 공릉역3번출구,1,0
202202,408. LG CNS앞,1,1
202202,4103. 휘경sk뷰아파트 앞,0,1
202202,4104. 외대앞역 교차로,1,1
202202,419. 홈플러스 앞,0,1
202202,420. 서울시 공공자전거 상암센터,3,3
202202,421. 마포구청 앞,2,2
202202,4213. 마포구중앙도서관 정문 앞,1,0
202202,4217. 한강공원 망원나들목,6,6
202202,4233. 코오롱아파트사거리,0,1
202202,424. 롯데하이마트 (상암월드컵점) ,1,1
202202,4262. 서대문자연사박물관 입구,1,1
202202,431. 청계천 영도교,11,4
202202,4329. SC제일은행 양재동지점 앞,1,0
202202,"4330. 반포한강공원입구,씨티21옆",0,6
202202,436. 이대역 5번출구,0,1
202202,4362. 행당중학교 후문,1,0
202202,4377. 우영테크노센터 앞,0,1
202202,439. 마포어린이공원,1,0
202202,440. 하늘공원 입구,1,2
202202,443.호암아트홀,1,0
202202,445.대한상공회의소,0,5
202202,4464. 올림픽공원 북2문,3,2
202202,4483. 잠실나들목4,0,1
