사고ID,연월,연도,월,자치구,주야,사고내용,사고유형,사고유형_대분류,사고유형_소분류,법규위반,노면상태,기상상태,도로형태,도로형태_대분류,도로형태_소분류,사망자수,중상자수,경상자수,부상신고자수,총부상자수,총사상자수,중상이상자수,PM_가해여부,PM_피해여부,PM_역할,가해운전자_차종,가해운전자_성별,가해운전자_연령대,가해운전자_상해정도,피해운전자_차종,피해운전자_성별,피해운전자_연령대,피해운전자_상해정도,원본파일
2021146450,2021-09,2021,9,강남구,야간,부상신고사고,차대차 - 기타,차대차,기타,안전운전불이행,기타,맑음,단일로 - 기타,단일로,기타,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),남,31-40세,부상신고,이륜,남,31-40세,상해없음,2021.xlsx
2021149045,2021-09,2021,9,강남구,야간,경상사고,차대차 - 기타,차대차,기타,중앙선침범,젖음/습기,비,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,경상,승용,남,51-60세,상해없음,2021.xlsx
2021149281,2021-09,2021,9,강남구,주간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,N,Y,피해,승용,여,31-40세,상해없음,개인형이동수단(PM),남,31-40세,경상,2021.xlsx
2021135332,2021-09,2021,9,강서구,야간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,기타,기타 - 기타,기타,기타,0,0,1,0,1,1,0,N,Y,피해,승용,남,21-30세,상해없음,개인형이동수단(PM),남,21-30세,경상,2021.xlsx
2021135353,2021-09,2021,9,강서구,야간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,N,Y,피해,승용,남,65세 이상,상해없음,개인형이동수단(PM),남,21-30세,경상,2021.xlsx
2021144391,2021-09,2021,9,강서구,주간,중상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,1,0,0,1,1,1,N,Y,피해,승용,여,21-30세,상해없음,개인형이동수단(PM),남,21-30세,중상,2021.xlsx
2021146963,2021-09,2021,9,강서구,야간,경상사고,차대사람 - 보도통행중,차대사람,보도통행중,기타,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,상해없음,보행자,남,31-40세,경상,2021.xlsx
2021134842,2021-09,2021,9,관악구,야간,중상사고,차대차 - 기타,차대차,기타,기타,건조,맑음,기타 - 기타,기타,기타,0,1,0,0,1,1,1,N,Y,피해,승용,남,65세 이상,상해없음,개인형이동수단(PM),남,65세 이상,중상,2021.xlsx
2021138245,2021-09,2021,9,관악구,야간,중상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,N,Y,피해,승용,남,51-60세,상해없음,개인형이동수단(PM),여,21-30세,중상,2021.xlsx
2021139472,2021-09,2021,9,관악구,야간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,기타 - 기타,기타,기타,0,0,1,0,1,1,0,N,Y,피해,화물,남,51-60세,상해없음,개인형이동수단(PM),여,31-40세,경상,2021.xlsx
2021141532,2021-09,2021,9,관악구,야간,중상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,20세 이하,상해없음,승용,여,31-40세,상해없음,2021.xlsx
2021134922,2021-09,2021,9,광진구,야간,경상사고,차대차 - 충돌,차대차,충돌,기타,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,21-30세,경상,승용,남,61-64세,상해없음,2021.xlsx
2021138499,2021-09,2021,9,광진구,주간,부상신고사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,교차로,교차로부근,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),여,20세 이하,부상신고,승용,남,65세 이상,상해없음,2021.xlsx
2021147655,2021-09,2021,9,광진구,주간,중상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,21-30세,중상,승합,남,41-50세,상해없음,2021.xlsx
2021149213,2021-09,2021,9,광진구,주간,경상사고,차대차 - 충돌,차대차,충돌,기타,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,20세 이하,경상,승용,남,21-30세,상해없음,2021.xlsx
2021137899,2021-09,2021,9,구로구,주간,중상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,기타 - 기타,기타,기타,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),여,41-50세,상해없음,자전거,여,65세 이상,중상,2021.xlsx
2021136515,2021-09,2021,9,노원구,야간,경상사고,차량단독 - 전도전복,차량단독,전도전복,기타,젖음/습기,비,기타 - 기타,기타,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,경상,,,,,2021.xlsx
2021145572,2021-09,2021,9,노원구,주간,경상사고,차대사람 - 보도통행중,차대사람,보도통행중,기타,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,상해없음,보행자,여,41-50세,경상,2021.xlsx
2021134502,2021-09,2021,9,동대문구,주간,부상신고사고,차대차 - 충돌,차대차,충돌,기타,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,부상신고,승용,남,65세 이상,상해없음,2021.xlsx
2021144063,2021-09,2021,9,마포구,야간,부상신고사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,교차로,교차로횡단보도내,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,상해없음,원동기,남,21-30세,부상신고,2021.xlsx
2021147393,2021-09,2021,9,마포구,야간,경상사고,차대차 - 충돌,차대차,충돌,안전거리미확보,건조,흐림,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,경상,승용,여,61-64세,상해없음,2021.xlsx
2021138316,2021-09,2021,9,서대문구,야간,중상사고,차대사람 - 보도통행중,차대사람,보도통행중,기타,건조,흐림,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,20세 이하,상해없음,보행자,여,21-30세,중상,2021.xlsx
2021147359,2021-09,2021,9,서대문구,야간,경상사고,차대차 - 충돌,차대차,충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,N,Y,피해,승용,여,51-60세,상해없음,개인형이동수단(PM),남,13-20세,경상,2021.xlsx
2021136738,2021-09,2021,9,서초구,주간,경상사고,차대사람 - 기타,차대사람,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,21-30세,상해없음,보행자,남,21-30세,경상,2021.xlsx
2021144791,2021-09,2021,9,성동구,주간,경상사고,차대차 - 충돌,차대차,충돌,신호위반,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,N,Y,피해,승용,남,51-60세,상해없음,개인형이동수단(PM),남,13-20세,경상,2021.xlsx
2021144475,2021-09,2021,9,성북구,주간,경상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,교차로,교차로횡단보도내,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,경상,승용,남,51-60세,상해없음,2021.xlsx
2021133612,2021-09,2021,9,송파구,주간,경상사고,차대차 - 기타,차대차,기타,신호위반,건조,맑음,기타 - 기타,기타,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,경상,승용,남,61-64세,상해없음,2021.xlsx
2021133741,2021-09,2021,9,송파구,야간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,20세 이하,상해없음,이륜,남,13-20세,경상,2021.xlsx
2021134178,2021-09,2021,9,송파구,주간,부상신고사고,차대사람 - 기타,차대사람,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),남,51-60세,상해없음,보행자,여,65세 이상,부상신고,2021.xlsx
2021135168,2021-09,2021,9,송파구,주간,중상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,1,0,0,1,1,1,N,Y,피해,승용,남,61-64세,상해없음,개인형이동수단(PM),남,31-40세,중상,2021.xlsx
2021138769,2021-09,2021,9,송파구,주간,경상사고,차대사람 - 기타,차대사람,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,31-40세,상해없음,보행자,여,12세 이하,경상,2021.xlsx
2021141640,2021-09,2021,9,송파구,주간,중상사고,차대차 - 기타,차대차,기타,신호위반,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,1,0,0,1,1,1,N,Y,피해,승용,여,41-50세,상해없음,개인형이동수단(PM),여,13-20세,중상,2021.xlsx
2021143627,2021-09,2021,9,송파구,야간,부상신고사고,차량단독 - 전도전복,차량단독,전도전복,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,부상신고,,,,,2021.xlsx
2021144113,2021-09,2021,9,송파구,야간,경상사고,차량단독 - 기타,차량단독,기타,안전운전불이행,건조,기타,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,41-50세,경상,,,,,2021.xlsx
2021144530,2021-09,2021,9,송파구,야간,경상사고,차대사람 - 보도통행중,차대사람,보도통행중,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,20세 이하,상해없음,보행자,여,21-30세,경상,2021.xlsx
2021146117,2021-09,2021,9,송파구,주간,중상사고,차대차 - 기타,차대차,기타,중앙선침범,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,N,Y,피해,승용,남,21-30세,상해없음,개인형이동수단(PM),남,31-40세,중상,2021.xlsx
2021147794,2021-09,2021,9,송파구,야간,경상사고,차대차 - 충돌,차대차,충돌,기타,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,51-60세,경상,승용,남,51-60세,상해없음,2021.xlsx
2021140600,2021-09,2021,9,은평구,주간,경상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,2,3,3,0,Y,N,가해,개인형이동수단(PM),남,20세 이하,부상신고,자전거,남,21-30세,경상,2021.xlsx
2021147016,2021-09,2021,9,중랑구,야간,중상사고,차대사람 - 기타,차대사람,기타,안전운전불이행,건조,맑음,기타 - 기타,기타,기타,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,20세 이하,상해없음,보행자,여,51-60세,중상,2021.xlsx
2021148312,2021-09,2021,9,중랑구,야간,중상사고,차대차 - 기타,차대차,기타,기타,건조,맑음,교차로 - 교차로부근,교차로,교차로부근,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),여,21-30세,중상,승용,남,51-60세,상해없음,2021.xlsx
2021149907,2021-10,2021,10,강남구,주간,중상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,21-30세,중상,승합,남,41-50세,상해없음,2021.xlsx
2021151690,2021-10,2021,10,강남구,주간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,상해없음,이륜,남,21-30세,경상,2021.xlsx
2021157324,2021-10,2021,10,강남구,야간,경상사고,차대차 - 충돌,차대차,충돌,신호위반,건조,흐림,교차로 - 교차로횡단보도내,교차로,교차로횡단보도내,0,0,1,0,1,1,0,N,Y,피해,승용,남,51-60세,상해없음,개인형이동수단(PM),남,41-50세,경상,2021.xlsx
2021158815,2021-10,2021,10,강남구,주간,부상신고사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,부상신고,승용,여,41-50세,상해없음,2021.xlsx
2021167452,2021-10,2021,10,강남구,야간,부상신고사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,기타 - 기타,기타,기타,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),남,20세 이하,상해없음,자전거,남,12세 이하,부상신고,2021.xlsx
2021157464,2021-10,2021,10,강북구,주간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,경상,승용,남,65세 이상,상해없음,2021.xlsx
2021161303,2021-10,2021,10,강북구,야간,경상사고,차대차 - 충돌,차대차,충돌,중앙선침범,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,20세 이하,상해없음,승용,여,41-50세,경상,2021.xlsx
2021166372,2021-10,2021,10,강북구,야간,중상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,1,0,0,1,1,1,N,Y,피해,승용,여,31-40세,상해없음,개인형이동수단(PM),여,31-40세,중상,2021.xlsx
2021158324,2021-10,2021,10,강서구,주간,경상사고,차대차 - 충돌,차대차,충돌,기타,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,N,Y,피해,승용,남,41-50세,상해없음,개인형이동수단(PM),남,21-30세,경상,2021.xlsx
2021159995,2021-10,2021,10,강서구,주간,경상사고,차대차 - 기타,차대차,기타,신호위반,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,N,Y,피해,건설기계,남,41-50세,상해없음,개인형이동수단(PM),남,65세 이상,경상,2021.xlsx
2021163531,2021-10,2021,10,강서구,주간,중상사고,차대사람 - 보도통행중,차대사람,보도통행중,기타,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,31-40세,상해없음,보행자,여,61-64세,중상,2021.xlsx
2021164818,2021-10,2021,10,강서구,주간,중상사고,차대차 - 충돌,차대차,충돌,중앙선침범,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,1,0,0,1,1,1,N,Y,피해,승용,남,65세 이상,상해없음,개인형이동수단(PM),여,41-50세,중상,2021.xlsx
2021164819,2021-10,2021,10,강서구,주간,중상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),여,21-30세,중상,승합,남,41-50세,상해없음,2021.xlsx
2021160943,2021-10,2021,10,관악구,주간,경상사고,차대차 - 충돌,차대차,충돌,신호위반,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,65세 이상,경상,승용,여,41-50세,상해없음,2021.xlsx
2021158707,2021-10,2021,10,광진구,야간,중상사고,차대차 - 충돌,차대차,충돌,신호위반,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,1,1,0,2,2,1,Y,N,가해,개인형이동수단(PM),남,21-30세,중상,승용,남,51-60세,경상,2021.xlsx
2021159529,2021-10,2021,10,광진구,야간,부상신고사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,0,1,1,1,0,N,Y,피해,원동기,남,21-30세,부상신고,개인형이동수단(PM),남,13-20세,상해없음,2021.xlsx
2021165107,2021-10,2021,10,구로구,야간,중상사고,차대사람 - 기타,차대사람,기타,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),여,20세 이하,상해없음,보행자,남,41-50세,중상,2021.xlsx
2021149865,2021-10,2021,10,노원구,주간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,21-30세,경상,승용,남,31-40세,상해없음,2021.xlsx
2021161827,2021-10,2021,10,노원구,주간,경상사고,차대사람 - 차도통행중,차대사람,차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,20세 이하,상해없음,보행자,남,12세 이하,경상,2021.xlsx
2021166319,2021-10,2021,10,노원구,야간,사망사고,차량단독 - 충돌,차량단독,충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,교차로,교차로부근,1,0,0,0,0,1,1,Y,N,가해,개인형이동수단(PM),남,20세 이하,사망,,,,,2021.xlsx
2021149835,2021-10,2021,10,동대문구,주간,경상사고,차대차 - 기타,차대차,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,N,Y,피해,화물,남,41-50세,상해없음,개인형이동수단(PM),남,51-60세,경상,2021.xlsx
2021153473,2021-10,2021,10,동대문구,주간,중상사고,차대사람 - 기타,차대사람,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),여,21-30세,중상,보행자,남,51-60세,상해없음,2021.xlsx
2021156306,2021-10,2021,10,동대문구,주간,경상사고,차대차 - 충돌,차대차,충돌,중앙선침범,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,N,Y,피해,승용,여,41-50세,상해없음,개인형이동수단(PM),여,41-50세,경상,2021.xlsx
2021159445,2021-10,2021,10,동대문구,주간,경상사고,차대차 - 기타,차대차,기타,기타,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,41-50세,경상,승용,남,61-64세,상해없음,2021.xlsx
2021153996,2021-10,2021,10,동작구,주간,중상사고,차대차 - 충돌,차대차,충돌,기타,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,65세 이상,중상,승용,남,31-40세,상해없음,2021.xlsx
2021164524,2021-10,2021,10,동작구,야간,경상사고,차대사람 - 기타,차대사람,기타,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,20세 이하,상해없음,보행자,남,21-30세,경상,2021.xlsx
2021165555,2021-10,2021,10,동작구,야간,중상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,21-30세,중상,승용,남,41-50세,상해없음,2021.xlsx
2021151397,2021-10,2021,10,마포구,주간,경상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,31-40세,상해없음,이륜,남,51-60세,경상,2021.xlsx
2021156059,2021-10,2021,10,마포구,야간,부상신고사고,차대사람 - 차도통행중,차대사람,차도통행중,신호위반,건조,맑음,단일로 - 기타,단일로,기타,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),남,41-50세,상해없음,보행자,여,61-64세,부상신고,2021.xlsx
2021163156,2021-10,2021,10,마포구,주간,부상신고사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,0,1,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,부상신고,승용,남,21-30세,기타불명,2021.xlsx
2021149904,2021-10,2021,10,서초구,주간,경상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,21-30세,경상,승용,남,51-60세,상해없음,2021.xlsx
2021151791,2021-10,2021,10,서초구,주간,경상사고,차대사람 - 보도통행중,차대사람,보도통행중,기타,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,20세 이하,상해없음,보행자,여,51-60세,경상,2021.xlsx
2021156309,2021-10,2021,10,서초구,주간,경상사고,차대사람 - 기타,차대사람,기타,보행자보호의무위반,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,31-40세,상해없음,보행자,여,41-50세,경상,2021.xlsx
2021158356,2021-10,2021,10,서초구,주간,경상사고,차대차 - 충돌,차대차,충돌,중앙선침범,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,61-64세,상해없음,자전거,남,65세 이상,경상,2021.xlsx
2021162722,2021-10,2021,10,성동구,야간,부상신고사고,차대차 - 충돌,차대차,충돌,기타,건조,맑음,단일로 - 기타,단일로,기타,0,0,0,1,1,1,0,N,Y,피해,승용,남,21-30세,상해없음,개인형이동수단(PM),남,21-30세,부상신고,2021.xlsx
2021164544,2021-10,2021,10,성동구,야간,경상사고,차대차 - 기타,차대차,기타,기타,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,31-40세,경상,승용,남,51-60세,상해없음,2021.xlsx
2021165965,2021-10,2021,10,성동구,주간,경상사고,차대사람 - 횡단중,차대사람,횡단중,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,21-30세,상해없음,보행자,여,31-40세,경상,2021.xlsx
2021164620,2021-10,2021,10,성북구,주간,경상사고,차대사람 - 차도통행중,차대사람,차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,41-50세,상해없음,보행자,여,21-30세,경상,2021.xlsx
2021150595,2021-10,2021,10,송파구,주간,경상사고,차대차 - 기타,차대차,기타,신호위반,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,2,0,2,2,0,Y,N,가해,개인형이동수단(PM),여,31-40세,경상,원동기,남,21-30세,경상,2021.xlsx
2021157927,2021-10,2021,10,송파구,야간,중상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,교차로,교차로횡단보도내,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,41-50세,중상,승용,남,41-50세,상해없음,2021.xlsx
2021158029,2021-10,2021,10,송파구,주간,중상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,N,Y,피해,승용,여,51-60세,상해없음,개인형이동수단(PM),남,13-20세,중상,2021.xlsx
2021158431,2021-10,2021,10,송파구,야간,중상사고,차대사람 - 보도통행중,차대사람,보도통행중,기타,건조,맑음,교차로 - 교차로부근,교차로,교차로부근,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,31-40세,상해없음,보행자,남,31-40세,중상,2021.xlsx
2021160911,2021-10,2021,10,송파구,주간,중상사고,차대사람 - 기타,차대사람,기타,안전운전불이행,건조,맑음,기타 - 기타,기타,기타,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,41-50세,상해없음,보행자,여,65세 이상,중상,2021.xlsx
2021162164,2021-10,2021,10,송파구,주간,경상사고,차대차 - 추돌,차대차,추돌,신호위반,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,N,Y,피해,승용,여,41-50세,상해없음,개인형이동수단(PM),남,21-30세,경상,2021.xlsx
2021150322,2021-10,2021,10,영등포구,야간,경상사고,차대사람 - 횡단중,차대사람,횡단중,기타,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,20세 이하,기타불명,보행자,여,51-60세,경상,2021.xlsx
2021152145,2021-10,2021,10,영등포구,주간,경상사고,차대차 - 추돌,차대차,추돌,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,N,Y,피해,승용,남,51-60세,상해없음,개인형이동수단(PM),남,31-40세,경상,2021.xlsx
2021157252,2021-10,2021,10,영등포구,야간,부상신고사고,차대차 - 기타,차대차,기타,안전운전불이행,기타,기타,기타 - 기타,기타,기타,0,0,0,1,1,1,0,N,Y,피해,자전거,여,21-30세,부상신고,개인형이동수단(PM),남,21-30세,상해없음,2021.xlsx
2021157829,2021-10,2021,10,영등포구,야간,중상사고,차대차 - 충돌,차대차,충돌,중앙선침범,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),남,65세 이상,상해없음,승용,남,51-60세,중상,2021.xlsx
2021158014,2021-10,2021,10,영등포구,야간,경상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,N,Y,피해,승용,남,31-40세,상해없음,개인형이동수단(PM),남,51-60세,경상,2021.xlsx
2021162041,2021-10,2021,10,은평구,야간,중상사고,차대사람 - 보도통행중,차대사람,보도통행중,기타,건조,맑음,단일로 - 기타,단일로,기타,0,1,0,0,1,1,1,Y,N,가해,개인형이동수단(PM),여,20세 이하,상해없음,보행자,여,51-60세,중상,2021.xlsx
2021162675,2021-10,2021,10,은평구,야간,경상사고,차대사람 - 보도통행중,차대사람,보도통행중,신호위반,건조,맑음,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,20세 이하,상해없음,보행자,여,51-60세,경상,2021.xlsx
2021164582,2021-10,2021,10,은평구,야간,중상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,건조,맑음,단일로 - 기타,단일로,기타,0,1,1,0,2,2,1,Y,N,가해,개인형이동수단(PM),남,21-30세,중상,자전거,남,51-60세,경상,2021.xlsx
2021151004,2021-10,2021,10,종로구,야간,경상사고,차대차 - 기타,차대차,기타,중앙선침범,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),여,41-50세,경상,승용,남,41-50세,상해없음,2021.xlsx
2021152888,2021-10,2021,10,중구,주간,경상사고,차대차 - 충돌,차대차,충돌,안전운전불이행,젖음/습기,비,교차로 - 교차로안,교차로,교차로안,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,20세 이하,상해없음,원동기,남,65세 이상,경상,2021.xlsx
2021162143,2021-10,2021,10,중구,야간,경상사고,차대차 - 충돌,차대차,충돌,안전거리미확보,건조,맑음,단일로 - 기타,단일로,기타,0,0,1,0,1,1,0,Y,N,가해,개인형이동수단(PM),남,51-60세,기타불명,승용,남,65세 이상,상해없음,2021.xlsx
