연월,대여소번호,이용건수,이동거리,이용시간,자치구
2023-05,3113,938,2596399.5300000003,21138,서대문구
2023-05,3114,380,1100527.12,8821,서대문구
2023-05,3115,1003,2095832.9,18977,서대문구
2023-05,3116,947,2526959.12,23282,서대문구
2023-05,3117,420,954923.87,7973,서대문구
2023-05,3119,2658,6807283.02,59426,서대문구
2023-05,3120,1681,4310528.57,34341,서대문구
2023-05,3121,1725,3667323.0,31219,서대문구
2023-05,3122,887,2002562.87,16079,서대문구
2023-05,3123,1345,3881976.05,34783,서대문구
2023-05,3125,1680,6249929.13,54749,서대문구
2023-05,3126,267,782027.32,5188,서대문구
2023-05,3127,904,3101371.68,22523,서대문구
2023-05,3128,1745,7057205.65,50300,서대문구
2023-05,3129,830,2163703.17,16295,서대문구
2023-05,3130,951,3017650.75,25209,서대문구
2023-05,3131,1419,4344095.51,34100,서대문구
2023-05,3132,1070,5324882.68,32888,서대문구
2023-05,3134,564,1303948.26,10322,서대문구
2023-05,314,1627,3629546.56,42073,종로구
2023-05,316,2839,6474129.08,60714,종로구
2023-05,318,1394,3861114.77,33401,중구
2023-05,320,2036,4911804.0600000005,53178,중구
2023-05,3201,2168,4501844.73,42187,영등포구
2023-05,3202,3861,7965746.17,76208,영등포구
2023-05,3203,1493,3296207.17,24525,영등포구
2023-05,3204,1543,3367762.93,26191,영등포구
2023-05,3205,2633,9859271.44,68987,영등포구
2023-05,3206,2196,4652568.6899999995,44796,영등포구
2023-05,3207,1147,2313639.21,21196,영등포구
2023-05,321,1371,3549164.62,37418,중구
2023-05,3211,843,2067508.95,18443,영등포구
2023-05,3212,2608,4500701.71,49312,영등포구
2023-05,3214,1930,3695452.03,26747,영등포구
2023-05,3215,1998,4690318.2299999995,38225,영등포구
2023-05,3219,4610,8734789.05,72176,영등포구
2023-05,322,689,1587894.6099999999,16853,중구
2023-05,3220,1710,3345961.13,29359,영등포구
2023-05,3221,1085,2234009.68,20388,영등포구
2023-05,324,1316,4315965.08,39149,중구
2023-05,326,1856,4067965.3,39332,종로구
2023-05,327,1917,4152019.2600000002,45072,종로구
2023-05,328,1181,3251949.93,28130,종로구
2023-05,329,2133,6169406.03,51073,종로구
2023-05,3306,28,162005.05,901,관악구
2023-05,3307,224,860422.74,5896,관악구
2023-05,331,1084,2808537.93,24925,중구
2023-05,3310,653,1329594.33,10310,관악구
2023-05,3311,1391,2944898.94,27683,관악구
2023-05,332,1051,2382070.87,22306,중구
2023-05,334,1961,4588291.97,44861,종로구
2023-05,335,1289,3293494.21,30341,종로구
2023-05,336,1237,3062922.17,29052,중구
2023-05,337,1154,2239409.35,20787,종로구
2023-05,338,1434,2594221.46,29072,종로구
2023-05,339,1667,3292548.16,39612,종로구
2023-05,340,2091,4145409.33,36416,종로구
2023-05,3401,253,611884.65,5389,종로구
2023-05,3402,699,1156577.29,12064,종로구
2023-05,3403,126,306793.18,2489,종로구
2023-05,3404,260,593236.6900000001,4847,종로구
2023-05,3405,1198,2292086.5100000002,22176,종로구
2023-05,3407,2222,4686730.41,51508,종로구
2023-05,3408,1993,4975834.35,45796,종로구
2023-05,341,1957,3678100.29,35553,종로구
2023-05,3410,3594,7168790.35,76820,종로구
2023-05,3411,1198,2477421.77,30235,종로구
2023-05,3412,1004,2457117.32,22935,종로구
2023-05,3413,3228,5612974.56,61281,종로구
2023-05,3414,2050,4655448.93,43231,종로구
2023-05,3415,2553,6669847.91,61317,종로구
2023-05,3416,3187,7952735.16,69869,종로구
2023-05,3417,1657,3398083.06,29449,종로구
2023-05,3418,31,48517.38,458,종로구
2023-05,3419,911,1915637.53,15871,종로구
2023-05,342,3871,8934532.91,81333,종로구
2023-05,3420,1917,4148720.73,32869,종로구
2023-05,3421,3754,7216150.46,64732,종로구
2023-05,3422,3469,7093390.5,60617,종로구
2023-05,3423,1381,2405123.4,23370,종로구
2023-05,3425,1138,2299809.5,21992,종로구
2023-05,3426,330,823665.38,6795,종로구
2023-05,3427,347,1035256.4,7719,종로구
2023-05,3428,207,725397.77,5332,종로구
2023-05,3429,179,785811.65,5504,종로구
2023-05,343,1079,2306284.69,22229,종로구
2023-05,3430,193,629671.34,4365,종로구
2023-05,3431,254,865890.5499999999,5918,종로구
2023-05,3432,1799,4458944.58,39536,종로구
2023-05,344,2032,3656264.19,29933,종로구
2023-05,345,1610,2694928.83,28040,종로구
2023-05,346,1998,5223881.91,45145,중구
2023-05,347,957,2422831.68,21625,중구
2023-05,348,1457,3536835.21,26850,종로구
2023-05,349,983,2533731.9899999998,22202,종로구
2023-05,3500,3492,10293286.2,78808,광진구
2023-05,3501,3281,6585315.12,59880,광진구
2023-05,3502,2056,6224682.12,56147,광진구
2023-05,3503,259,882698.26,6526,광진구
2023-05,3504,2148,4110048.24,39914,광진구
2023-05,3505,1331,4137581.9,36840,광진구
2023-05,3506,2457,6281265.43,55408,광진구
2023-05,3507,1334,2386976.96,20608,광진구
2023-05,3508,1061,2276597.34,19157,광진구
2023-05,3509,4116,8185568.4399999995,73511,광진구
2023-05,351,977,2640205.94,23805,종로구
2023-05,3510,873,2146852.8,17345,광진구
2023-05,3511,5707,32444838.05,213888,성동구
2023-05,3513,3147,5785066.18,52740,성동구
2023-05,3514,4340,9801430.07,79873,성동구
2023-05,3515,3511,14277347.9,163369,성동구
2023-05,3516,1095,2101730.17,17973,광진구
2023-05,3517,3018,10423057.42,80433,광진구
2023-05,3518,6392,14694162.709999999,115603,광진구
2023-05,352,352,802428.7999999999,6606,종로구
2023-05,3520,3933,7796426.09,63394,광진구
2023-05,3521,460,1109619.97,8159,광진구
2023-05,3523,2128,3054423.34,35896,광진구
2023-05,3524,474,898518.19,11276,광진구
2023-05,3525,1062,5590218.1899999995,41178,성동구
2023-05,3527,59,144331.01,958,성동구
2023-05,3528,1655,7037534.63,50988,광진구
2023-05,3529,1455,3334623.54,31595,광진구
2023-05,353,1418,3655732.65,36786,종로구
2023-05,3530,337,518273.79,3656,성동구
2023-05,3531,242,789818.73,6591,성동구
2023-05,3532,212,352366.89,4312,성동구
2023-05,3533,9172,21708009.93,208534,광진구
2023-05,3534,4972,12642580.61,119768,광진구
2023-05,3536,3195,6486752.78,56182,광진구
2023-05,3537,745,1930631.79,15304,광진구
2023-05,3538,28,102055.33,787,성동구
2023-05,3539,184,1054381.16,6935,강동구
2023-05,354,1191,2716385.79,25874,종로구
2023-05,3541,5561,14025376.08,132304,광진구
2023-05,3542,3783,7830576.680000001,64590,광진구
2023-05,3543,380,1021529.7999999999,12752,광진구
2023-05,3544,3029,10624762.81,75980,성동구
2023-05,3545,1376,4154612.88,32152,성동구
2023-05,3547,800,1616086.19,13750,성동구
2023-05,3548,2734,7285400.86,66889,성동구
2023-05,3549,2354,5164452.06,42434,성동구
2023-05,355,2011,3251886.77,29860,종로구
2023-05,3550,1921,10455532.81,68410,성동구
2023-05,3551,591,1410797.26,11545,성동구
2023-05,3552,1985,8747428.64,96339,성동구
2023-05,3553,950,2333481.43,20448,성동구
2023-05,3555,347,887181.99,6930,성동구
2023-05,3556,277,888549.19,7740,성동구
2023-05,3557,1019,3649389.58,26432,성동구
2023-05,3558,1215,2414104.21,19141,성동구
2023-05,3559,4891,15897845.83,161240,성동구
2023-05,356,1775,3542083.16,33881,종로구
2023-05,3560,2719,7646230.9,59850,성동구
2023-05,3561,477,1726810.43,12717,성동구
2023-05,3563,295,656239.74,5511,광진구
2023-05,3564,285,677332.77,5783,광진구
2023-05,3566,2171,3981737.42,38155,광진구
2023-05,3569,7717,14870789.09,141878,광진구
2023-05,3570,4489,9983238.64,91707,광진구
2023-05,3571,5024,11451568.7,102928,광진구
2023-05,3573,2186,4552127.81,41351,광진구
2023-05,3575,5171,10107318.25,97842,광진구
2023-05,3578,2220,5554487.6,43788,광진구
2023-05,3579,3213,7316775.64,59456,광진구
2023-05,358,1564,3377373.25,27591,종로구
2023-05,3581,2788,5188609.58,46632,광진구
2023-05,3582,3320,7593642.59,66505,광진구
2023-05,3586,3231,9638359.22,74365,광진구
2023-05,3587,2080,4302843.42,36595,광진구
2023-05,3588,1176,2244734.98,25283,광진구
2023-05,359,1868,3211266.23,28626,종로구
2023-05,3600,4710,20940090.97,151454,성동구
2023-05,3602,484,1040189.22,7214,강남구
2023-05,3604,921,2448124.74,19743,강남구
2023-05,3606,1184,6561855.98,50786,강남구
2023-05,3609,677,2072751.83,16066,강남구
2023-05,361,4944,10429245.43,97414,종로구
2023-05,3610,179,481206.75,4199,강남구
2023-05,3611,454,1149790.75,9136,강남구
2023-05,3612,758,2117245.58,15745,강남구
2023-05,3614,1695,4681801.42,39057,강남구
2023-05,3615,421,1504322.79,12920,강남구
2023-05,3616,309,936057.14,8130,강남구
2023-05,3618,1158,2840177.5,30637,강남구
2023-05,362,2996,7686183.86,60296,종로구
2023-05,3620,474,1775008.16,12013,강남구
2023-05,3621,515,1469280.28,12094,강남구
2023-05,3622,254,746849.78,6873,강남구
2023-05,3623,747,3553456.44,23975,강남구
2023-05,3624,470,1433643.75,11544,강남구
2023-05,3627,2645,19595303.12,127657,강남구
2023-05,3628,1564,4615308.58,43267,강남구
2023-05,3629,725,3204080.14,23721,강남구
2023-05,363,3150,6377944.84,54235,종로구
2023-05,3630,640,1684136.99,16317,강남구
2023-05,3634,566,1705232.19,13939,강남구
2023-05,3636,832,2616600.9,21002,강남구
2023-05,3637,313,979660.71,7689,강남구
2023-05,3638,785,4892610.5,32994,강남구
2023-05,364,931,2018759.1700000002,15053,종로구
2023-05,3640,980,3034033.21,21598,강남구
2023-05,3641,1238,3161765.47,25979,강남구
2023-05,3642,1114,3251175.39,23468,강남구
2023-05,3643,1024,2855862.4699999997,20727,강남구
2023-05,3644,701,1771189.75,14161,강남구
2023-05,3646,678,2012791.05,15752,강남구
2023-05,3647,292,492084.67,4897,강남구
2023-05,3648,220,472751.15,5925,강남구
2023-05,3649,329,591231.87,4837,강남구
2023-05,3651,1691,5964171.74,46547,강남구
2023-05,3652,289,583355.4,5306,강동구
2023-05,3653,688,2453209.72,18925,강동구
2023-05,3654,459,1157723.22,12848,강동구
2023-05,3655,1319,3399438.46,26231,강동구
2023-05,3656,2929,6020505.85,54925,강동구
2023-05,3657,2805,7361487.6,64751,강동구
2023-05,3658,1107,3285663.78,27801,강동구
2023-05,3659,410,958369.88,9795,강동구
2023-05,3661,605,1365304.45,11578,강동구
2023-05,3663,418,1144266.92,8904,강동구
2023-05,3664,4037,7943567.71,83427,강동구
2023-05,3665,926,1797836.37,16579,강동구
2023-05,3668,4493,8505671.61,82735,강동구
2023-05,367,2084,5003843.2,37892,종로구
2023-05,3671,3237,6193081.21,61044,강동구
2023-05,3672,531,1100933.21,9366,강동구
2023-05,3673,774,2075886.3699999999,22581,강동구
2023-05,3674,694,2012365.82,16970,강동구
2023-05,3675,922,2623289.81,22444,강동구
2023-05,3676,846,1864091.03,16551,강동구
2023-05,3677,113,807340.36,5664,강동구
2023-05,368,2953,9393755.91,83802,종로구
2023-05,3680,4979,9119182.6,87071,강동구
2023-05,3681,6126,12973288.23,124428,강동구
2023-05,3682,700,1384153.6300000001,13282,강동구
2023-05,3683,1844,3925501.79,38357,강동구
2023-05,3684,1676,5084128.1,48619,강동구
2023-05,3685,1189,3050494.3,25055,강동구
2023-05,3686,763,1747121.7,15876,강동구
2023-05,3688,474,1302368.5,10310,강동구
2023-05,3689,1184,1855470.89,15960,강동구
2023-05,369,1914,4411489.55,42051,종로구
2023-05,3690,510,1052456.49,9163,강동구
2023-05,3691,1020,2140407.68,20154,강동구
2023-05,3692,754,1512249.74,12831,강동구
2023-05,3694,1312,2643874.35,25561,강동구
2023-05,3698,2519,5083919.03,53630,강동구
2023-05,3699,1910,4457260.14,43171,강동구
2023-05,370,3586,9354246.53,89451,중구
2023-05,3700,2217,10052154.16,78469,강동구
2023-05,3701,238,809565.59,7496,강동구
2023-05,3703,495,1207883.6300000001,10946,강북구
2023-05,3707,1235,2768990.21,22135,강북구
2023-05,371,896,2184960.61,20837,중구
2023-05,3711,791,2528862.88,19143,강북구
2023-05,3714,399,1017873.47,8258,강북구
2023-05,3718,1350,4616931.88,33258,강북구
2023-05,372,1122,3871284.05,29389,중구
2023-05,3720,945,3109858.96,22490,강북구
2023-05,3724,407,914645.76,8284,강북구
2023-05,3725,478,1020047.04,10845,강북구
2023-05,3726,151,410908.38,3922,강북구
2023-05,374,2448,6060056.03,58984,중구
2023-05,3753,963,1656312.58,14937,강서구
2023-05,3754,2555,4383675.37,41832,강서구
2023-05,3756,2150,2910811.82,28019,강서구
2023-05,3757,2500,3536113.38,33016,강서구
2023-05,3758,2884,3423193.15,30845,강서구
2023-05,3759,2972,5876137.75,51244,강서구
2023-05,3760,3114,4940717.45,46209,강서구
2023-05,3761,1058,3913702.81,27800,강서구
2023-05,3762,1801,2099408.56,21738,강서구
2023-05,3763,1760,4898037.21,40406,강서구
2023-05,3764,2080,3657956.02,31314,강서구
2023-05,3765,1232,2655081.46,19482,강서구
2023-05,3766,474,814262.99,6978,강서구
2023-05,3767,3152,7357804.94,54346,강서구
2023-05,3769,3305,10138827.45,75588,강서구
2023-05,3770,934,1895194.14,14190,강서구
2023-05,3772,3738,6337532.57,61162,강서구
2023-05,3774,2174,3183136.9699999997,29924,강서구
2023-05,3775,1543,2862494.08,25295,강서구
2023-05,3776,800,1651367.92,15979,강서구
2023-05,3778,2646,6453269.99,56652,강서구
2023-05,3780,5069,11923823.48,97101,강서구
2023-05,3781,171,596731.28,4437,강서구
2023-05,3782,2230,5869719.3,40988,강서구
2023-05,3783,1945,5856368.04,39551,강서구
2023-05,3784,3837,14361678.209999999,96249,강서구
2023-05,3785,2751,3866381.11,34245,강서구
2023-05,3786,1691,3275193.35,29775,강서구
2023-05,3787,986,6426042.25,42202,강서구
2023-05,379,1338,3814895.2600000002,30280,중구
2023-05,3792,1273,2759993.35,24090,강서구
2023-05,3793,1532,3160155.92,26278,강서구
2023-05,3794,3681,21501595.48,137481,강서구
2023-05,3796,2253,4151798.29,31152,강서구
2023-05,3797,983,2139867.53,15694,강서구
2023-05,3798,7360,13919363.05,110041,강서구
2023-05,3799,741,1726790.9,13390,강서구
2023-05,380,1952,4432422.26,39684,중구
2023-05,3801,899,1494689.35,14819,강서구
2023-05,3802,744,1333298.08,13905,관악구
2023-05,3803,1750,3544942.54,32132,관악구
2023-05,3804,338,695545.24,8395,관악구
2023-05,3806,264,516668.99,4354,관악구
2023-05,3807,659,1327675.76,12442,관악구
2023-05,381,262,671110.13,6223,중구
2023-05,3810,262,598236.72,5763,관악구
2023-05,3811,2347,4348682.44,38103,관악구
2023-05,3812,1304,2588429.31,23811,관악구
2023-05,3813,816,2276501.44,16971,관악구
2023-05,3814,1935,4077489.61,41049,관악구
2023-05,3815,1411,3614613.85,29918,관악구
2023-05,3816,1281,2659364.53,26647,관악구
2023-05,3818,1748,3632562.97,29621,관악구
2023-05,3819,560,1513020.41,10674,관악구
2023-05,382,766,2151538.08,17618,중구
2023-05,3820,536,1078230.1600000001,9548,관악구
2023-05,3822,842,2775264.58,23443,관악구
2023-05,383,5108,12587786.76,111046,중구
2023-05,384,284,591010.78,4681,중구
2023-05,385,2209,6009833.25,51785,종로구
2023-05,3853,1359,2586113.02,21035,광진구
2023-05,3860,2303,3773476.62,34314,광진구
2023-05,3863,868,2006200.37,14787,광진구
2023-05,3864,1511,2572794.46,21059,광진구
2023-05,3865,1965,4055874.71,42133,광진구
2023-05,3868,2528,5128684.22,53880,광진구
2023-05,387,2047,5676083.38,54033,중구
2023-05,3873,1365,3013658.28,29754,광진구
2023-05,3878,200,688675.47,5696,광진구
2023-05,3879,2210,10720144.84,70822,광진구
2023-05,388,858,1640570.27,13615,종로구
2023-05,3880,768,2134354.28,14967,광진구
2023-05,3881,4290,8390284.43,82097,광진구
2023-05,3882,2242,4724410.79,33718,광진구
2023-05,3886,1847,3897171.62,30509,광진구
2023-05,389,1606,4106152.32,36418,중구
2023-05,3890,2719,5253801.89,52126,광진구
2023-05,3891,2248,6781426.31,52990,광진구
2023-05,390,1226,3167202.28,32428,중구
2023-05,3902,369,895529.01,9473,구로구
2023-05,3903,921,4130801.29,25815,구로구
2023-05,3904,3534,8743446.23,77344,구로구
2023-05,3905,2494,5224991.93,49334,구로구
2023-05,3906,909,3208864.79,23320,구로구
2023-05,3907,2047,5089833.56,44740,구로구
2023-05,3908,946,2372319.54,19031,구로구
2023-05,391,1529,3272760.85,32526,중구
2023-05,3910,382,1097089.16,8529,구로구
2023-05,3911,332,1298788.8,9068,구로구
2023-05,3912,841,2675239.2,20428,구로구
2023-05,3914,2664,5419992.15,46660,구로구
2023-05,3915,276,586581.41,4914,구로구
2023-05,3917,909,1949386.13,15412,구로구
2023-05,3918,960,2433280.59,19884,구로구
2023-05,3919,2071,4869369.84,43977,구로구
2023-05,3920,554,1628875.59,11518,구로구
2023-05,3922,403,864102.3300000001,5606,구로구
2023-05,3923,377,926032.87,7151,구로구
2023-05,3924,375,802821.86,5527,구로구
2023-05,3925,1151,3300481.66,22737,구로구
2023-05,3927,1797,6053763.56,43746,구로구
2023-05,3928,1657,5092589.06,40517,구로구
2023-05,3929,1728,4452580.43,30870,구로구
2023-05,393,3984,10528342.58,110276,종로구
2023-05,3930,906,1630433.18,11782,구로구
2023-05,3931,1105,2203899.5,18262,구로구
2023-05,3932,301,877599.49,6784,구로구
2023-05,3934,1536,2542598.11,16270,구로구
2023-05,394,1493,3169944.9699999997,26096,종로구
2023-05,395,1398,3336458.43,26309,종로구
2023-05,3956,1379,5555629.34,36166,금천구
2023-05,3958,742,2033022.06,13535,금천구
2023-05,3959,1516,5064361.52,36318,금천구
2023-05,3963,1099,2313063.58,18802,금천구
2023-05,3966,3277,5484986.15,39933,금천구
2023-05,3967,556,1733913.31,13445,금천구
2023-05,3968,710,1434713.73,11677,금천구
2023-05,3969,898,1728736.81,12799,금천구
2023-05,397,780,2112864.59,19236,종로구
2023-05,3970,239,686443.42,4764,금천구
2023-05,3971,91,270199.72,1793,금천구
2023-05,3972,308,605159.32,4735,금천구
2023-05,3973,362,951677.47,7548,금천구
2023-05,3974,517,1705912.21,16534,금천구
2023-05,3975,1964,3940941.89,32570,금천구
2023-05,3977,854,1682588.25,13619,금천구
2023-05,398,2497,7019196.0,61938,중구
2023-05,3980,858,2068657.97,14695,금천구
2023-05,3983,1243,2268857.27,20426,금천구
2023-05,3984,1738,7841365.0600000005,48839,금천구
2023-05,3985,1189,5808948.5200000005,35987,금천구
2023-05,3986,741,1188795.3599999999,10081,금천구
2023-05,3987,1376,2369961.8,20693,금천구
2023-05,3988,177,265314.59,2348,금천구
2023-05,399,889,2074844.69,16576,중구
2023-05,400,1715,4361294.71,36385,마포구
2023-05,4002,1290,2378449.5,22622,노원구
2023-05,4003,2453,4939274.46,45965,노원구
2023-05,4004,1956,5650166.05,42208,노원구
2023-05,4005,1454,2829941.33,26683,노원구
2023-05,4007,3076,6702980.62,57465,노원구
2023-05,4008,2712,6578270.88,53401,노원구
2023-05,4009,1098,2530715.4699999997,17710,노원구
2023-05,401,1466,3311131.53,29198,마포구
2023-05,4011,1755,5349896.17,42579,노원구
2023-05,4013,2819,5698293.18,55348,노원구
2023-05,4014,1136,3680062.18,25963,노원구
2023-05,4016,1605,4717296.98,39189,노원구
2023-05,4017,711,1577146.69,11884,노원구
2023-05,4018,2195,4884797.22,40743,노원구
2023-05,4019,3005,7326102.93,62670,노원구
2023-05,402,889,2027124.02,15983,마포구
2023-05,4020,2423,5059852.84,41440,노원구
2023-05,4021,188,478123.97,4318,노원구
2023-05,4023,1575,4535980.15,38243,노원구
2023-05,4024,2425,6251788.51,44768,노원구
2023-05,4025,1464,6210438.4,45348,노원구
2023-05,4026,2006,3836338.94,32610,노원구
2023-05,4027,4031,12246326.92,97370,노원구
2023-05,4028,1345,2444648.92,21182,노원구
2023-05,4029,5170,13768847.879999999,110296,노원구
2023-05,403,1138,2795704.34,22718,마포구
2023-05,4031,2230,4706323.95,35739,노원구
2023-05,4032,1986,3954526.87,35917,노원구
2023-05,4033,634,1632819.67,13037,노원구
2023-05,4034,931,2366990.97,19542,노원구
2023-05,4035,836,1303667.73,11547,노원구
2023-05,4036,2637,4542636.9799999995,47196,노원구
2023-05,4037,3372,8748419.65,67384,노원구
2023-05,4039,1253,2824310.19,25350,노원구
2023-05,4040,1501,4075001.83,31746,노원구
2023-05,4041,3327,6819552.4,58676,노원구
2023-05,4042,1046,2937117.51,22273,노원구
2023-05,4043,414,824667.34,7150,노원구
2023-05,4044,333,817401.38,6530,노원구
2023-05,4045,815,2478235.84,17099,노원구
2023-05,405,788,1818818.47,16853,마포구
2023-05,4054,1018,2569280.35,20904,도봉구
2023-05,4058,666,3870611.54,24509,도봉구
2023-05,406,940,2694110.69,23549,마포구
2023-05,4062,1441,3750121.58,31004,도봉구
2023-05,4064,574,1496858.17,11825,도봉구
2023-05,4065,4876,12069922.16,102503,도봉구
2023-05,407,1010,2425854.19,20432,마포구
2023-05,4073,1093,2346567.6,21349,도봉구
2023-05,4074,1322,3245829.39,25786,도봉구
2023-05,4076,2098,10217308.48,67693,도봉구
2023-05,4077,2274,12420587.7,77620,도봉구
2023-05,4078,1769,5160614.23,41116,도봉구
2023-05,408,1261,3284492.43,27159,마포구
2023-05,4080,2004,5364585.8100000005,45040,도봉구
2023-05,4083,1611,3340253.21,27666,도봉구
2023-05,4084,912,2106252.21,17756,도봉구
2023-05,4086,549,1248970.25,10086,도봉구
2023-05,4087,2508,10081511.36,71178,도봉구
2023-05,4088,396,1447710.48,10023,도봉구
2023-05,4089,1451,3407121.4,29634,도봉구
2023-05,409,2949,7836330.26,68408,마포구
2023-05,4090,1355,4196169.2,30942,도봉구
2023-05,4091,1350,3251812.94,28243,도봉구
2023-05,4092,2056,8308033.96,56414,도봉구
2023-05,4093,215,491856.12,4433,도봉구
2023-05,4094,360,779491.4299999999,7439,도봉구
2023-05,410,369,1209194.95,8801,마포구
2023-05,4102,1506,5970781.63,46476,동대문구
2023-05,4103,863,2765964.64,25026,동대문구
2023-05,4104,3967,15400625.06,116406,동대문구
2023-05,4105,1503,3599402.18,28651,동대문구
2023-05,4107,1255,3233651.24,29683,동대문구
2023-05,4108,3762,9526339.040000001,82132,동대문구
2023-05,411,1994,5317290.83,42612,마포구
2023-05,4110,2190,4595776.18,41537,동대문구
2023-05,4113,1873,5340543.16,42055,동대문구
2023-05,4114,2007,5789438.9,46137,동대문구
2023-05,4116,992,3297376.28,27419,동대문구
2023-05,4117,1550,4918578.08,37508,동대문구
2023-05,412,2032,5645686.9,43859,마포구
2023-05,4121,2568,6909703.89,56004,동대문구
2023-05,4122,3973,11783975.68,89053,동대문구
2023-05,4123,1481,3884146.18,30992,동대문구
2023-05,4125,3612,10432962.87,83057,동대문구
2023-05,4128,571,1380505.97,12679,동대문구
2023-05,413,996,2426375.47,21144,마포구
2023-05,4131,936,1575248.19,14701,동대문구
2023-05,4132,423,1164358.09,10205,동대문구
2023-05,4133,824,2035689.25,18286,동대문구
2023-05,4134,617,1437851.37,14447,동대문구
2023-05,414,2803,6320173.17,50787,마포구
2023-05,415,3556,8333215.68,61777,마포구
2023-05,4152,831,2004002.94,16757,동작구
2023-05,4153,249,839150.02,5434,동작구
2023-05,4158,436,826379.9,8094,동작구
2023-05,416,919,2430514.11,18614,마포구
2023-05,4162,664,1665795.18,13641,동작구
2023-05,4167,2281,7900211.57,57582,동작구
2023-05,4169,2843,7833174.62,62388,동작구
2023-05,417,3245,10282791.03,78661,마포구
2023-05,4171,3751,7700991.49,68977,동작구
2023-05,4173,928,2913589.36,20977,동작구
2023-05,4175,1846,3829877.73,34174,동작구
2023-05,4177,346,1204141.48,8652,동작구
2023-05,4178,158,542194.72,4511,동작구
2023-05,4179,6339,22254479.13,181718,동작구
2023-05,418,3223,12678831.49,104922,마포구
2023-05,4180,355,1694031.72,11505,동작구
2023-05,4181,1541,3570473.07,36452,동작구
2023-05,419,3928,12812457.19,111007,마포구
2023-05,420,2105,8746808.0,88723,마포구
2023-05,4202,1134,3017241.16,24571,마포구
2023-05,4206,942,3274130.38,24365,마포구
2023-05,4207,758,1766318.35,20209,마포구
2023-05,4208,1234,3078558.98,33790,마포구
2023-05,421,3133,9419842.93,79649,마포구
2023-05,4210,1734,4792718.9,38869,마포구
2023-05,4211,1253,4144894.7,40700,마포구
2023-05,4212,1015,2478502.34,20275,마포구
2023-05,4213,3109,8335648.26,77348,마포구
2023-05,4214,1609,4286402.72,34510,마포구
2023-05,4216,1165,3933602.35,38663,마포구
2023-05,4217,18172,99636695.54,761197,마포구
2023-05,4218,2806,6709257.2,58582,마포구
2023-05,422,360,1126400.17,12828,마포구
2023-05,4220,2459,8326236.87,66233,마포구
2023-05,4221,646,1303133.55,9585,마포구
2023-05,4222,2063,5335598.64,46260,마포구
2023-05,4224,1221,3471303.45,30064,마포구
2023-05,4226,1123,2782926.06,23541,마포구
2023-05,4233,4513,10697972.18,99840,마포구
2023-05,4234,593,1427524.21,10269,마포구
2023-05,4238,1652,4205476.390000001,29964,마포구
2023-05,424,634,1856929.72,14314,마포구
2023-05,4240,70,208796.24,2412,마포구
2023-05,4244,2024,10072085.43,76846,마포구
2023-05,4246,968,3547952.26,27106,마포구
2023-05,4247,634,1777318.76,13857,마포구
2023-05,4248,562,1403255.48,12397,마포구
2023-05,425,708,1610927.4,15445,마포구
2023-05,4251,917,2592424.08,19533,마포구
2023-05,4253,808,3104050.82,19053,서대문구
2023-05,4255,1570,4362540.49,36657,서대문구
2023-05,426,1881,6073450.43,46596,마포구
2023-05,4262,392,1251793.19,9601,서대문구
2023-05,4264,937,3750848.5,25568,서대문구
2023-05,4265,84,240099.45,1833,서대문구
2023-05,4266,366,886997.5,7242,서대문구
2023-05,4267,1925,5085479.0600000005,44154,서대문구
2023-05,4269,1515,4024360.64,35169,서대문구
2023-05,427,2133,6247613.42,53486,마포구
2023-05,4270,1630,5935346.85,40723,서대문구
2023-05,4271,347,883569.27,7253,서대문구
2023-05,4272,1785,6596354.01,55230,서대문구
2023-05,4273,749,3028873.68,21028,서대문구
2023-05,4274,1407,3902331.66,38955,서대문구
2023-05,4275,723,1512539.16,13437,서대문구
2023-05,428,760,1722188.99,19840,중구
2023-05,429,198,600051.31,4304,중구
2023-05,430,1242,3040194.66,25072,중구
2023-05,4303,1331,3354332.9,28169,서초구
2023-05,4304,322,854481.49,7378,서초구
2023-05,4305,205,612980.19,6050,서초구
2023-05,4306,1042,3875732.03,30037,서초구
2023-05,4307,1273,4724652.03,38099,서초구
2023-05,431,5187,14413199.47,111498,중구
2023-05,4310,218,559824.5,4809,서초구
2023-05,4312,603,1308021.28,12693,서초구
2023-05,4313,933,4219855.62,31009,서초구
2023-05,4314,44,127547.01999999999,808,서초구
2023-05,4315,360,1214059.02,9933,서초구
2023-05,4316,1068,3124182.32,26399,서초구
2023-05,4317,1816,4731274.88,41767,서초구
2023-05,4318,1234,3962936.98,31532,서초구
2023-05,4319,364,1315071.67,8645,서초구
2023-05,432,378,1095422.54,9603,마포구
2023-05,4320,737,2898170.02,22755,서초구
2023-05,4322,52,157357.36000000002,1045,서초구
2023-05,4323,259,764634.87,4966,서초구
2023-05,4324,411,1605197.16,13866,서초구
2023-05,4327,376,856048.68,7613,서초구
2023-05,4329,596,1315669.81,12412,서초구
2023-05,433,2175,5241017.84,45224,중구
2023-05,4332,2880,13457053.51,98941,서초구
2023-05,4333,283,638465.57,5300,서초구
2023-05,4334,40,93918.36,661,서초구
2023-05,4335,136,286973.38,2119,서초구
2023-05,4336,229,526682.8,4416,서초구
2023-05,4337,71,211651.11,1314,서초구
2023-05,4338,66,262984.73,1751,서초구
2023-05,434,929,2200822.84,17034,중구
